,age,dependents,employment_years,annual_income,city_tier,loan_amount,loan_tenure_months,interest_rate,monthly_income,monthly_expenses,existing_loan_count,existing_loan_amount,monthly_emi,savings_balance,total_assets,total_liabilities,credit_history_months,num_credit_accounts,total_credit_limit,total_outstanding,previous_defaults,late_payments_12m,missed_payments_12m,active_loans,closed_loans,dti,emi_to_income,credit_utilization,loan_to_income,proposed_emi,post_loan_dti,savings_to_income,net_worth,leverage_ratio,disposable_income,months_of_runway,delinquency_rate,has_prior_default,credit_history_years,accounts_per_year,active_loan_ratio,employment_stability,income_per_dependent
total_liabilities,0.2594041196410055,0.01835449273454608,0.2807973909895826,0.699759496151102,-0.13493743970255911,0.2944468356899689,-0.00026043914734070664,-0.004929466606094335,0.6955227958100738,0.6795395050492574,0.12802958397881345,0.518392405649988,0.5184020085662742,0.42219717591492745,0.4956667646063227,1.0,0.27091450412269263,0.21128670354157628,0.8056815965858529,0.9916002965527108,-0.0053041981846007336,-0.007174088031994305,-0.011862607303588141,0.09623935304599172,0.22256767250243797,0.14451435803177146,0.16134466383477397,0.46327160002970585,-0.011383317310732386,0.4114688951514953,0.07879413982873404,-0.09134387434699934,-0.6967049058051272,0.31316090819487596,0.4013787438994778,-0.10143162967213906,-0.08316829558355672,-0.002151359996798692,0.27091450412269225,-0.10640968465000483,-0.04932551816756123,0.025744720156759115,0.5047096022802754
credit_history_months,0.9188143071524398,0.00048492019383179465,0.8353076147561223,0.13599487200144933,-0.0005021516289854372,0.060562522763391524,0.004481020980800659,-0.001872997832116166,0.1356306156114351,0.12668897956928968,0.003734242453215632,0.07308075562499752,0.0738384552739834,0.09249414439929991,0.09904119355234939,0.27091450412269263,1.0,0.7610988919033579,0.34459309869519206,0.27884960121693475,-0.00757768689810696,0.0013389254866620966,-0.0039074046453386945,0.003022729257910062,0.8031490096235108,0.0003472682119993394,0.0058059865099524,0.0016928068086353879,0.004241805741053522,0.08226419488084669,0.0005973136506843785,-0.004639424180015539,-0.21785608880191876,0.12062947937164277,0.0994106996409513,-0.0025069339280215062,-0.28482155661328906,-0.00894475250711771,1.0000000000000093,-0.4363007275738716,-0.40616014638592285,0.030932071627363732,0.1000803341654095
num_credit_accounts,0.7188756247814837,0.0005459100082769974,0.6528543868464521,0.10603081702169546,0.0017312034973071303,0.041487070070239475,-0.0016152115791978037,0.0020350071543483875,0.10607634711266407,0.10044146700815051,0.005179926594822681,0.06219889326664366,0.06290111582503984,0.07325654995187925,0.07512737365052041,0.21128670354157628,0.7610988919033579,1.0,0.26850085891186726,0.216846857310977,-0.010007481641286318,-0.004550373661049389,-0.004838588722806395,0.004491356585351894,0.6298274438763608,0.00460635419260591,0.008413525148945186,0.00013947020659943964,-0.004771131941415441,0.0604634441712411,-0.0017002776491994035,-0.00045961351844292676,-0.17165328319156054,0.09728366052640475,0.07339522725200438,0.0004153135812306018,-0.3342667070652807,-0.009695983672721469,0.7610988919033612,-0.07595114997104128,-0.3183319590983374,0.022284746206306418,0.07903630235822247
total_credit_limit,0.32677307674278094,0.0036609888093262575,0.3518784170184599,0.8360862810487664,-0.15600556963792342,0.3531142700530902,1.7095156041162537e-05,-0.0038317675130168927,0.8322009330973558,0.7810307678921757,0.005551959756105172,0.4352998201378513,0.4360184063838707,0.5892401832435277,0.6127494740805263,0.8056815965858529,0.34459309869519206,0.26850085891186726,1.0,0.7963868506035435,-0.0038616732404586082,-0.0066014991075814275,-0.009100272386866384,0.002325990251508074,0.28305444273802977,0.0007884978510628028,0.007243226159055633,-0.00741189280120478,-0.013279443359906629,0.48804747851044006,-0.0036411372340217144,-0.007960970072759138,-0.38506230165899774,0.14384240757662206,0.6129943376836156,-0.00697822674355388,-0.10244088279760387,-0.0015315135517583083,0.3445930986951913,-0.1348872602563345,-0.1362744002274823,0.029695532479439336,0.6194421902627006
total_outstanding,0.2665080759171122,0.018632019859166613,0.28552907980480335,0.6700153284650215,-0.12933882673314592,0.28097490914531437,-0.000674045221187578,-0.004740039524255313,0.6657591768361892,0.6534443750590717,0.051608650966888325,0.40667159096478855,0.40730819881437524,0.40139377002493665,0.4734397090130609,0.9916002965527108,0.27884960121693475,0.216846857310977,0.7963868506035435,1.0,-0.005410407746020679,-0.0055332095957430156,-0.011333181844918598,0.036817822722257476,0.22977491152590268,0.08846961700234242,0.06355715413617913,0.4841140276147243,-0.011111954981212445,0.3946224035303777,0.048289606085376184,-0.09005672526097283,-0.7057726249786869,0.3190293909707528,0.422638849281658,-0.10177735478128498,-0.08465797563715666,-0.0029476281116972793,0.27884960121693436,-0.1089826931775307,-0.09064033350692152,0.025543685391784754,0.4823595853748894
previous_defaults,-0.0072967901787262986,-0.004152693479207379,-0.00834008344437803,0.0002291690559046088,0.013084767476877066,-0.0027131731562966455,-0.0038789027566159926,0.1459011843162506,1.843037554551684e-05,0.002935004849362676,0.0029918462048837556,-0.0022188332724158216,-0.002241743838209327,0.007388961727408015,0.0077314005880677735,-0.0053041981846007336,-0.00757768689810696,-0.010007481641286318,-0.0038616732404586082,-0.005410407746020679,1.0,0.21567545422652837,0.2046789902064113,0.006232891322963448,-0.006881351474889108,0.0036312920434855545,0.002388993896848573,-0.00821275686076376,-0.0020230469769900957,0.018675164474638097,0.02494851277897614,0.01054082745538248,0.012252844342285301,-0.008840642096338842,-0.002959519641543348,0.010290516512226545,0.19831004998599017,0.8404214446827306,-0.007577686898106859,0.005578801986669247,0.003008255365245358,-0.004419867884377366,-0.0008557217427430317
late_payments_12m,3.6629380055565664e-05,0.0011365939081879395,0.0009163331437448704,-0.007708288523100681,0.0007865982552224819,-0.0020569045432716052,0.0017133606916316653,0.18947590739987585,-0.007437721082672678,-0.005848612176131755,-0.004615929018952439,-0.013939000503754517,-0.013631919258240786,-0.0036574653168780376,-0.00507063511836512,-0.007174088031994305,0.0013389254866620966,-0.004550373661049389,-0.0066014991075814275,-0.0055332095957430156,0.21567545422652837,1.0,0.25285153305961827,-0.0002558282550807963,-0.0023661239597687414,-0.003914842670224267,-0.00575061236923354,-0.0006829661211569089,0.0004119873532013511,0.017725301258950013,0.02667989995742519,-0.0024446719682348307,0.003747157008260581,0.0005061904045963786,-0.0023878089278458934,-0.0030960466751727193,0.5536074025039724,0.1964508100839202,0.001338925486662236,-0.00763546921143491,0.0029534720682469354,-0.0003508920772216601,-0.009431614998636
missed_payments_12m,-0.005292029610281194,0.0007025832543878662,-0.003811708941525678,-0.0013548618150040163,0.007328204913346493,-0.006173957295679831,-0.0054002692832456735,0.18864970941906112,-0.0016536034031991616,-0.00041959306561638565,-0.003937404942635499,-0.00909494298886573,-0.008939339609190352,0.005657132286793737,0.0044211763555262245,-0.011862607303588141,-0.0039074046453386945,-0.004838588722806395,-0.009100272386866384,-0.011333181844918598,0.2046789902064113,0.25285153305961827,1.0,0.002537337518859476,-0.003432950111835403,-0.0021947507566552273,-0.0034830814039941735,-0.009359779306986431,-0.008026564707622745,0.02077172053647992,0.02531405518962585,0.011459235728134105,0.016773026005604097,-0.007868780247009502,0.0010759679173373664,0.009524195615461691,0.4959919720444054,0.1914151493232228,-0.003907404645338605,4.2782831865173436e-05,0.007719604670341199,0.0017242752854518904,-0.0010347587954614153
active_loans,0.005041548237506997,0.00928190224316023,0.005723872482093849,0.008706911234635168,0.0012337469506420702,0.006238502498469206,0.0008839894572581524,0.00200714716655007,0.008253607736124399,0.01026920839957151,0.8020028194803182,0.43485664093295373,0.43411566966352855,-0.01990681345229553,-0.0010491069792141381,0.09623935304599172,0.003022729257910062,0.004491356585351894,0.002325990251508074,0.036817822722257476,0.006232891322963448,-0.0002558282550807963,0.002537337518859476,1.0,0.0008098724370567467,0.36744507106817775,0.5923186563788662,0.06936735989649344,0.0034759196595932195,0.0032467680742714194,0.20538557415999484,-0.04435228168904024,-0.10731748694464924,0.06594884403535307,-0.20325856640075698,-0.04276075490561645,3.0102157269837114e-05,0.01043431600575691,0.003022729257910154,-0.0120578780117317,0.6389706050118135,0.0009475262975354492,0.00245773657350246
closed_loans,0.7620472837811814,0.004907720653709729,0.6914264946067062,0.10920356294812536,0.0025185951495167737,0.053118556287096705,0.0075830112258266046,-0.006089825253962894,0.10923875978622717,0.1021755625376436,-0.0036470349105008717,0.0543366397953841,0.05529057649490464,0.0744849757959429,0.08125792198395658,0.22256767250243797,0.8031490096235108,0.6298274438763608,0.28305444273802977,0.22977491152590268,-0.006881351474889108,-0.0023661239597687414,-0.003432950111835403,0.0008098724370567467,1.0,-0.004192313610573527,0.00010217598897473524,-0.0008334802399031063,0.00673736089873153,0.06863730150052524,-0.0013949674291760692,-0.00015443799752220896,-0.1790676403541464,0.09883448551609743,0.08187624642438023,0.0020349789668540736,-0.23655954799838835,-0.0067629829795275605,0.803149009623529,-0.33398538606213296,-0.4622324826748165,0.02244344506068179,0.07985502025561572
dti,-0.00011386413986063821,0.13306755281354204,0.0008580624355739563,-0.0003805347628339487,0.003566641326096218,0.0009656899344168252,-0.0018964905898712638,0.0019888554482812336,-0.016881767995881307,0.23616933211749266,0.4728131018636126,0.4379031179815782,0.44063437930011246,-0.0635262404156508,-0.0109085835058509,0.14451435803177146,0.0003472682119993394,0.00460635419260591,0.0007884978510628028,0.08846961700234242,0.0036312920434855545,-0.003914842670224267,-0.0021947507566552273,0.36744507106817775,-0.004192313610573527,1.0,0.6251355535074855,0.1741074820494329,-0.0014783548991386018,-1.8908793285284005e-05,0.5659425005844788,-0.0865634137853985,-0.1688583242444548,0.10747731302771299,-0.5776269293901497,-0.35847850582084984,-0.0013700557957669205,0.00607747396917609,0.00034726821199928843,-0.0003712796459327342,0.24200674388812687,0.004828479612648481,-0.08037048722178788
emi_to_income,0.008627698318552313,0.007071636491442039,0.007318318993058101,0.008975637182617624,-0.0017594059647131417,0.005943748765654875,-0.0014488590147715532,0.0001734977208452738,0.004416920302520349,0.011856763005716316,0.7680771107991521,0.7210528198206756,0.7247202896888548,-0.03417711999555483,-0.002517232569951624,0.16134466383477397,0.0058059865099524,0.008413525148945186,0.007243226159055633,0.06355715413617913,0.002388993896848573,-0.00575061236923354,-0.0034830814039941735,0.5923186563788662,0.00010217598897473524,0.6251355535074855,1.0,0.11149628136380577,-0.00036422484031003945,0.004965173041710497,0.3503856702629959,-0.06609042738982913,-0.18054350328144605,0.11555365362313602,-0.3534272535783771,-0.065978911228588,-0.005772681767530188,0.00756593475722781,0.00580598650995245,-0.00842838363776009,0.38400449327942665,-0.0017766779647907787,-0.00132936880169116
credit_utilization,0.004183057037103259,0.029061112335396516,0.002514395930861678,-0.0026787051397343226,-0.006600595757519138,-0.0017075348151554689,0.001751586698009213,-0.0033779777779507966,-0.004510960803278183,0.03868803473858537,0.08862161407373137,0.0778394322280635,0.07801768656798429,-0.10541798039529143,-0.02927689965561782,0.46327160002970585,0.0016928068086353879,0.00013947020659943964,-0.00741189280120478,0.4841140276147243,-0.00821275686076376,-0.0006829661211569089,-0.009359779306986431,0.06936735989649344,-0.0008334802399031063,0.1741074820494329,0.11149628136380577,1.0,0.0013038279641889926,0.00019341233425462253,0.09970514687044615,-0.16688700359106795,-0.5366092689152783,0.35697234099159775,-0.10141676342876786,-0.1929487068911199,-0.006032749010641156,-0.006957156573054376,0.0016928068086354325,-0.0021812209204485644,0.043278131881644845,2.0679012570110442e-05,-0.019221523516354363
loan_to_income,0.004996477205641952,-0.0009647568629124047,0.004428061007373889,-0.017474714507406706,0.0035940585134723495,0.7753593018385405,0.823381494526574,-0.4127596145478963,-0.017314457801560768,-0.016467609834470914,0.0027032769445677254,-0.007444065276569776,-0.007284565443680783,-0.013492649677489501,-0.014000008445609299,-0.011383317310732386,0.004241805741053522,-0.004771131941415441,-0.013279443359906629,-0.011111954981212445,-0.0020230469769900957,0.0004119873532013511,-0.008026564707622745,0.0034759196595932195,0.00673736089873153,-0.0014783548991386018,-0.00036422484031003945,0.0013038279641889926,1.0,0.29847906581009304,0.39141179964213385,0.000885272951775283,0.0010276967916195273,0.001255593784495174,-0.013307193963601634,0.0025859555718892604,-0.001218318860517374,-0.006054031359649944,0.004241805741053519,-0.006876066377620397,-0.0026667989680743006,0.004804102675979553,-0.012062835786512146
proposed_emi,0.07968332137118404,0.002868698250416161,0.1085414995349298,0.580710561875299,-0.11771670427540329,0.5714979867345216,0.053921053202162166,-0.09989139930877407,0.5777230616221714,0.5419926210545455,0.005544223043910645,0.3035984001088093,0.30349151964227417,0.40899302248115227,0.4292407163192909,0.4114688951514953,0.08226419488084669,0.0604634441712411,0.48804747851044006,0.3946224035303777,0.018675164474638097,0.017725301258950013,0.02077172053647992,0.0032467680742714194,0.06863730150052524,-1.8908793285284005e-05,0.004965173041710497,0.00019341233425462253,0.29847906581009304,1.0,0.5632917953077574,-0.007386083904866255,-0.10059221520991536,0.020789489716723182,0.42545116912934144,-0.006403746073036271,-0.006582457673978435,0.01715898975920816,0.08226419488084732,-0.03475912059170554,-0.029457920357759265,0.014706018921902127,0.4292296184019845
post_loan_dti,0.0018179081780943874,0.0753807778107277,0.0005393776142219362,-0.006550166581799779,0.001403048049907567,0.3065001496766558,0.07685608561508796,-0.11781388674974916,-0.020708524876655057,0.12446269089373507,0.2632127836381667,0.23906086363227835,0.2405701357074347,-0.042386807373403966,-0.010871356498989985,0.07879413982873404,0.0005973136506843785,-0.0017002776491994035,-0.0036411372340217144,0.048289606085376184,0.02494851277897614,0.02667989995742519,0.02531405518962585,0.20538557415999484,-0.0013949674291760692,0.5659425005844788,0.3503856702629959,0.09970514687044615,0.39141179964213385,0.5632917953077574,1.0,-0.04743533665874498,-0.09613402155366658,0.0612969794427755,-0.33547017037172655,-0.20238338868667713,0.02173843034652006,0.023851936734955666,0.0005973136506843311,-0.002972625698560679,0.13341148038443926,0.0013556009522934476,-0.05284613281258592
savings_to_income,-0.008968664420940494,-0.022580540488433866,-0.004739908497879255,-0.00821332447886939,0.008955240169238292,-0.004873978919372762,0.0038823408873336234,0.0026884910494436383,-0.014959870584849377,-0.03300606438680898,-0.05294769293583831,-0.05059526343710157,-0.05069695665775335,0.5979074528316308,0.12516893303150178,-0.09134387434699934,-0.004639424180015539,-0.00045961351844292676,-0.007960970072759138,-0.09005672526097283,0.01054082745538248,-0.0024446719682348307,0.011459235728134105,-0.04435228168904024,-0.00015443799752220896,-0.0865634137853985,-0.06609042738982913,-0.16688700359106795,0.000885272951775283,-0.007386083904866255,-0.04743533665874498,1.0,0.204420724193698,-0.23032806992923577,0.03584153213875736,0.9090317966279421,0.0003095759696660532,0.011652852917906775,-0.004639424180015353,0.008584296517445904,-0.021274589988085336,0.0018972843466747982,0.002071878392374696
